NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"dep-sem02","Azure for Students","sem02","South Africa North","Interrompido (desalocado)","Windows","Standard_DS1_v2","172.209.216.130","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/c4776d9b-6dd1-4aea-bc8c-b551b6491e1c/resourcegroups/sem02/providers/microsoft.compute/virtualmachines/dep-sem02""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/c4776d9b-6dd1-4aea-bc8c-b551b6491e1c/resourceGroups/sem02/providers/Microsoft.Compute/virtualMachines/dep-sem02"
